bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | 
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_138 1735977873064
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_139 1735977873065
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_140 1735977873066
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_141 1735977873066
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_142 1735977873066
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_143 1735977873067
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_144 1735977873067
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_145 1735977873067
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_146 1735977873067
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_147 1735977873067
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_148 1735977873068
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_149 1735977873068
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_150 1735977873068
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_151 1735977873068
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_152 1735977873068
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_153 1735977873069
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_154 1735977873069
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_155 1735977873069
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_156 1735977873069
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_157 1735977873069
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_158 1735977873070
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_159 1735977873070
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_160 1735977873070
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_161 1735977873070
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_162 1735977873070
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_163 1735977873071
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_164 1735977873071
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_165 1735977873071
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_166 1735977873071
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_167 1735977873071
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_168 1735977873072
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_169 1735977873072
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_170 1735977873072
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_171 1735977873072
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_172 1735977873072
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_173 1735977873073
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_174 1735977873073
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_175 1735977873073
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_176 1735977873075
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_177 1735977873075
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_178 1735977873076
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_179 1735977873076
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_180 1735977873076
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_181 1735977873076
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_182 1735977873076
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_183 1735977873077
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_184 1735977873077
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_185 1735977873077
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_186 1735977873077
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_187 1735977873077
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_188 1735977873077
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_189 1735977873078
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_190 1735977873078
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_191 1735977873078
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_192 1735977873078
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_193 1735977873078
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_194 1735977873079
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_195 1735977873079
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_196 1735977873079
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_197 1735977873079
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_198 1735977873079
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_199 1735977873080
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_200 1735977873080
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_201 1735977873080
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_202 1735977873080
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_203 1735977873080
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_204 1735977873081
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_205 1735977873081
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_206 1735977873081
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_207 1735977873081
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_208 1735977873081
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_209 1735977873082
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_210 1735977873082
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_211 1735977873082
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_212 1735977873082
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_213 1735977873084
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_214 1735977873084
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_215 1735977873084
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_216 1735977873084
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_217 1735977873085
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_218 1735977873085
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_219 1735977873085
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_220 1735977873085
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_221 1735977873085
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_222 1735977873086
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_223 1735977873086
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_224 1735977873086
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_225 1735977873086
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_226 1735977873087
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_227 1735977873087
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_228 1735977873087
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_229 1735977873087
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_230 1735977873087
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_231 1735977873088
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_232 1735977873088
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_233 1735977873088
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_234 1735977873088
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_235 1735977873089
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_236 1735977873089
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_237 1735977873089
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_238 1735977873089
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_239 1735977873089
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_240 1735977873090
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_241 1735977873090
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_242 1735977873090
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_243 1735977873090
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_244 1735977873090
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_245 1735977873091
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_246 1735977873091
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_247 1735977873091
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_248 1735977873091
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_249 1735977873092
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_250 1735977873092
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_251 1735977873092
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_252 1735977873092
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_253 1735977873093
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_254 1735977873093
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_255 1735977873093
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_256 1735977873094
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_257 1735977873094
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_258 1735977873094
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_259 1735977873095
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_260 1735977873095
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_261 1735977873095
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_262 1735977873095
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_263 1735977873096
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_264 1735977873096
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_265 1735977873096
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_266 1735977873096
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_267 1735977873097
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_268 1735977873097
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_269 1735977873097
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_270 1735977873098
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_271 1735977873098
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_272 1735977873098
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_273 1735977873099
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_274 1735977873099
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_275 1735977873099
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_276 1735977873100
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_277 1735977873100
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_278 1735977873100
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_279 1735977873101
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_280 1735977873101
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_281 1735977873101
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_282 1735977873101
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_283 1735977873102
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_284 1735977873102
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_285 1735977873102
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_286 1735977873103
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_287 1735977873103
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_288 1735977873103
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_289 1735977873103
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_290 1735977873104
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_291 1735977873104
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_292 1735977873104
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_293 1735977873104
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_294 1735977873108
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_295 1735977873108
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_296 1735977873108
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_297 1735977873108
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_298 1735977873108
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_299 1735977873109
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_300 1735977873109
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_301 1735977873109
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_302 1735977873110
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_303 1735977873110
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_304 1735977873110
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_305 1735977873110
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_306 1735977873110
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_307 1735977873110
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_308 1735977873111
bft_bft_server3003.1.zqrqehq8dpwm@node12.bft.msc6801project.emulab.net    | command: 2_309 1735977873111
