bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | 
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_862 1738501186798
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_863 1738501186798
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_864 1738501186798
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_865 1738501186798
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_866 1738501186798
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_867 1738501186798
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_868 1738501186798
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_869 1738501186798
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_870 1738501186798
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_871 1738501186799
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_872 1738501186799
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_873 1738501186799
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_874 1738501186799
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_875 1738501186799
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_876 1738501186799
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_877 1738501186799
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_878 1738501186799
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_879 1738501186800
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_880 1738501186800
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_881 1738501186815
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_882 1738501186815
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_883 1738501186815
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_884 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_885 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_886 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_887 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_888 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_889 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_890 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_891 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_892 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_893 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_894 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_895 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_896 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_897 1738501186816
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_898 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_899 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_900 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_901 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_902 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_903 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_904 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_905 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_906 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_907 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_908 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_909 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_910 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_911 1738501186817
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_912 1738501186818
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_913 1738501186818
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_914 1738501186818
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_915 1738501186818
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_916 1738501186818
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_917 1738501186818
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_918 1738501186818
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_919 1738501186818
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_920 1738501186818
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_921 1738501186819
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_922 1738501186819
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_923 1738501186819
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_924 1738501186819
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_925 1738501186819
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_926 1738501186819
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_927 1738501186819
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_928 1738501186819
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_929 1738501186819
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_930 1738501186820
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_931 1738501186820
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_932 1738501186820
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_933 1738501186820
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_934 1738501186820
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_935 1738501186820
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_936 1738501186820
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_937 1738501186820
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_938 1738501186821
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_939 1738501186821
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_940 1738501186821
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_941 1738501186821
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_942 1738501186821
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_943 1738501186821
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_944 1738501186821
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_945 1738501186821
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_946 1738501186822
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_947 1738501186822
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_948 1738501186822
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_949 1738501186822
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_950 1738501186822
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_951 1738501186822
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_952 1738501186822
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_953 1738501186822
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_954 1738501186822
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_955 1738501186822
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_956 1738501186823
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_957 1738501186823
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_958 1738501186823
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_959 1738501186823
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_960 1738501186823
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_961 1738501186823
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_962 1738501186823
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_963 1738501186823
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_964 1738501186823
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_965 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_966 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_967 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_968 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_969 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_970 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_971 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_972 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_973 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_974 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_975 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_976 1738501186824
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_977 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_978 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_979 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_980 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_981 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_982 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_983 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_984 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_985 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_986 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_987 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_988 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_989 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_990 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_991 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_992 1738501186825
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_993 1738501186826
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_994 1738501186826
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_995 1738501186826
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_996 1738501186826
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_997 1738501186826
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_998 1738501186826
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | command: 4_999 1738501186826
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 5
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 5
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 7
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 7
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | No next priority for server 0
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Waiting for server 0 to fill gap
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Queue for server 1 has size 0 in server 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Queue for server 2 has size 1000 in server 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Queue for server 3 has size 999 in server 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Queue for server 4 has size 999 in server 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Queue for server 5 has size 999 in server 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Queue for server 6 has size 999 in server 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Queue for server 7 has size 999 in server 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Queue for server 8 has size 999 in server 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 6
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 6
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received filler message for 0 from 1 by 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received filler message for 0 from 2 by 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 5
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received filler message for 0 from 5 by 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 7
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received filler message for 0 from 7 by 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received filler message for 0 from 3 by 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 6
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received filler message for 0 from 6 by 4
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 6
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 5
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 7
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 1th command: 2_0 1738501187991
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 2th command: 12_0 1738501187991
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 6
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 7
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Received fill gap message for 0  by 6
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 3th command: 18_0 1738501188291
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 4th command: 26_0 1738501188291
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 5th command: 3_0 1738501188291
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 6th command: 13_0 1738501188291
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 7th command: 19_0 1738501188419
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 8th command: 27_0 1738501188460
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 9th command: 4_0 1738501188460
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 10th command: 20_0 1738501188460
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 11th command: 28_0 1738501188469
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 12th command: 5_0 1738501188469
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 13th command: 21_0 1738501188469
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 14th command: 29_0 1738501188481
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 15th command: 6_0 1738501188481
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 16th command: 8_0 1738501188481
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 17th command: 22_0 1738501188481
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 18th command: 30_0 1738501188494
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 19th command: 7_0 1738501188494
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 20th command: 9_0 1738501188494
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 21th command: 23_0 1738501188494
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 22th command: 31_0 1738501188499
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 23th command: 0_0 1738501188499
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 24th command: 10_0 1738501188499
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 25th command: 16_0 1738501188499
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 26th command: 24_0 1738501188503
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 27th command: 1_0 1738501188503
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 28th command: 11_0 1738501188503
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 29th command: 17_0 1738501188503
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 30th command: 25_0 1738501188510
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 31th command: 2_1 1738501188510
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 32th command: 12_1 1738501188510
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 33th command: 18_1 1738501188510
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 34th command: 26_1 1738501188514
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 35th command: 3_1 1738501188514
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 36th command: 13_1 1738501188514
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 37th command: 19_1 1738501188514
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 38th command: 27_1 1738501188517
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 39th command: 4_1 1738501188517
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 40th command: 20_1 1738501188520
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 41th command: 28_1 1738501188523
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 42th command: 5_1 1738501188523
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 43th command: 21_1 1738501188526
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 44th command: 29_1 1738501188527
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 45th command: 6_1 1738501188527
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 46th command: 8_1 1738501188528
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 47th command: 22_1 1738501188552
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 48th command: 30_1 1738501188552
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 49th command: 7_1 1738501188553
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 50th command: 9_1 1738501188553
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 51th command: 23_1 1738501188569
bft_bft_server3006.1.45w46caj76nc@node12.arafi-239826.msc6801project.emulab.net    | Executing 52th command: 31_1 1738501188569
