bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | 
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_308 1735931403694
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_309 1735931403694
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_310 1735931403694
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_311 1735931403694
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_312 1735931403694
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_313 1735931403695
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_314 1735931403695
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_315 1735931403695
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_316 1735931403695
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_317 1735931403695
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_318 1735931403695
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_319 1735931403695
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_320 1735931403695
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_321 1735931403695
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_322 1735931403695
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_323 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_324 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_325 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_326 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_327 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_328 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_329 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_330 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_331 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_332 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_333 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_334 1735931403696
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_335 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_336 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_337 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_338 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_339 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_340 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_341 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_342 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_343 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_344 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_345 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_346 1735931403697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_347 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_348 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_349 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_350 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_351 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_352 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_353 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_354 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_355 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_356 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_357 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_358 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_359 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_360 1735931403698
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_361 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_362 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_363 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_364 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_365 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_366 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_367 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_368 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_369 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_370 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_371 1735931403699
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_372 1735931403700
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_373 1735931403700
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_374 1735931403700
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_375 1735931403700
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_376 1735931403701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_377 1735931403701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_378 1735931403701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_379 1735931403701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_380 1735931403701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_381 1735931403701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_382 1735931403701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_383 1735931403701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_384 1735931403701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_385 1735931403701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_386 1735931403702
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_387 1735931403702
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_388 1735931403702
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_389 1735931403702
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_390 1735931403702
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_391 1735931403703
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_392 1735931403703
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_393 1735931403703
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_394 1735931403703
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_395 1735931403703
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_396 1735931403703
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_397 1735931403703
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_398 1735931403704
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_399 1735931403704
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_400 1735931403704
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_401 1735931403704
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_402 1735931403704
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_403 1735931403705
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_404 1735931403705
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_405 1735931403705
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_406 1735931403705
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_407 1735931403705
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_408 1735931403705
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_409 1735931403705
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_410 1735931403705
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_411 1735931403706
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_412 1735931403706
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_413 1735931403706
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_414 1735931403706
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_415 1735931403706
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_416 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_417 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_418 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_419 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_420 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_421 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_422 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_423 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_424 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_425 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_426 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_427 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_428 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_429 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_430 1735931403707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_431 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_432 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_433 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_434 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_435 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_436 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_437 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_438 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_439 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_440 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_441 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_442 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_443 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_444 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_445 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_446 1735931403708
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_447 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_448 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_449 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_450 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_451 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_452 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_453 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_454 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_455 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_456 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_457 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_458 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_459 1735931403709
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_460 1735931403710
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_461 1735931403710
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_462 1735931403710
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_463 1735931403710
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_464 1735931403710
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_465 1735931403710
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_466 1735931403710
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_467 1735931403711
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_468 1735931403711
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_469 1735931403711
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_470 1735931403711
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_471 1735931403713
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_472 1735931403713
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_473 1735931403713
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_474 1735931403713
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_475 1735931403714
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_476 1735931403714
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_477 1735931403714
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_478 1735931403714
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_479 1735931403714
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_480 1735931403715
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_481 1735931403715
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_482 1735931403715
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_483 1735931403715
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_484 1735931403715
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_485 1735931403715
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_486 1735931403715
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_487 1735931403716
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_488 1735931403716
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_489 1735931403717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_490 1735931403717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_491 1735931403717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_492 1735931403717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_493 1735931403717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_494 1735931403717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_495 1735931403717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_496 1735931403717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_497 1735931403717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_498 1735931403717
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_499 1735931403718
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_500 1735931403718
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_501 1735931403719
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_502 1735931403719
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_503 1735931403719
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_504 1735931403719
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_505 1735931403719
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_506 1735931403720
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_507 1735931403720
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_508 1735931403720
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_509 1735931403720
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_510 1735931403721
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_511 1735931403722
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_512 1735931403722
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_513 1735931403724
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_514 1735931403724
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_515 1735931403724
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_516 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_517 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_518 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_519 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_520 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_521 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_522 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_523 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_524 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_525 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_526 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_527 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_528 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_529 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_530 1735931403725
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_531 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_532 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_533 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_534 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_535 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_536 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_537 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_538 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_539 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_540 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_541 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_542 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_543 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_544 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_545 1735931403726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_546 1735931403727
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | command: 3_547 1735931403727
